"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords"
"Uche E.O.; Mezue W.C.; Ajuzieogu O.; Amah C.C.; Onyia E.; Iloabachie I.; Ryttlefors M.; Tisell M.","Uche, Enoch O. (55584938500); Mezue, Wilfred C. (6603089970); Ajuzieogu, Obinna (26532366100); Amah, Christopher C. (17342055500); Onyia, Ephraim (55847418800); Iloabachie, Izuchukwu (57194130979); Ryttlefors, Mats (16647287000); Tisell, Magnus (6602336224)","55584938500; 6603089970; 26532366100; 17342055500; 55847418800; 57194130979; 16647287000; 6602336224","Improving capacity and access to neurosurgery in sub-Saharan Africa using a twinning paradigm pioneered by the Swedish African Neurosurgical Collaboration","2020","Acta Neurochirurgica","162","5","","973","981","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077561274&doi=10.1007%2fs00701-019-04207-6&partnerID=40&md5=94cca94188ee88574d8dc26284990735","Background: The unmet need for neurosurgery in sub-Saharan Africa is staggering. Resolving this requires strategies that synergize salient local resources with tailored foreign help. This study is a trial of a twinning model adopted by the Swedish African Neurosurgical Collaboration (SANC). Methods: A multi-step neurosurgical twinning technique, International Neurosurgical Twinning Modeled for Africa (INTIMA), developed through a collaboration between African and Swedish neurosurgical teams was adopted for a neurosurgical mission in March 2019. The pioneering steps are evaluated together with data of treated patients prospectively acquired using SPSS Chicago Inc., Version 23. Associations were analyzed using chi-square tests, while inferences were evaluated at 95% level of significance. Results: The SANC global neurosurgery mission targeted microsurgical brain tumor resection. Fifty-five patients were operated on during the mission and subsequent 3 months. Patients’ ages ranged from 3 months to 69 years with a mean of 30.6 ± 2.1 years 95% CL. Seven cases were performed during the first mission, while 48 were performed after the mission. Compared to 3 months before SANC when only 9 brain tumors were resected, more tumors were resected (n = 25) within the 3 consecutive months from the mission (X2 = 14.2, DF = 1, P = 0.000). Thirty-day mortality following tumor resection was also lower, X2 = 4.8, DF = 1, P = 0.028. Conclusion: Improvements in capacity and short-term outcome define our initial pioneering application of a neurosurgical twinning paradigm pioneered by SANC. © 2020, Springer-Verlag GmbH Austria, part of Springer Nature.","Global surgery; International collaboration; Neurosurgery twinning; Sub-Saharan Africa"
"Latchaw R.E.","Latchaw, Richard E. (7005973067)","7005973067","The American Society of Neuroradiology - Neuroradiology research: The opportunities and the challenges","1998","Radiology","209","1","","3","7","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031709539&doi=10.1148%2fradiology.209.1.9769802&partnerID=40&md5=0cdfedfa194c6a592fea7e7e2afc236d","The next decade will witness an explosion of research and development in the neurosciences. The imaging of physiologic and functional processes-the frontier today-will become the norm. There are huge populations of patients with neurodegenerative and cerebrovascular diseases that require nonanatomic diagnostic evaluation. Radiologists must cease being just readers of morphologic images. They must broaden their scope and their areas of expertise. Imaging-guided therapy of all forms will alter the types of interventions we perform on patients. These new techniques will increase the efficacy of neuro-interventions while decreasing their morbidity and mortality. Resources, both human and financial, will be conserved. Radiologists can participate in this wonderful future if they broaden their training. Information management and the use of imaging for procedural guidance are the bases of our profession, but we are weak in the clinical applications of the technology. We must realize that our clinical colleagues are poised to assume the leadership in imaging research and development and in its performance. The challenge to the leaders of radiology is quite apparent: the recognition of the need to train for the future with the most open of minds and the least rigidity. This requires that we all understand the depth of the merger between the imaging and the clinical sciences that is occurring and that will increase substantially in the future. We must be the leaders in such a merger; otherwise, we will not be participants.","Brain; Magnetic resonance (MR), diffusion study; Magnetic resonance (MR), vascular studies; Nervous system; Radiology and radiologists, research; Spinal cord; Subspecialty society messages"
"Keator D.B.; Chen J.; Nichols N.; Fana F.; Stern H.; Baram T.Z.; Small S.L.","Keator, David B. (7801381750); Chen, Jinran (57196006957); Nichols, Nolan (57196008537); Fana, Fariba (6507825491); Stern, Hal (57203052171); Baram, Tallie Z. (7006221076); Small, Steven L. (7102189072)","7801381750; 57196006957; 57196008537; 6507825491; 57203052171; 7006221076; 7102189072","A semantic cross-species derived data management application","2017","Data Science Journal","16","","45","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030868184&doi=10.5334%2fdsj-2017-045&partnerID=40&md5=5d89bc039f82f9200978666b4e724635","Managing dynamic information in large multi-site, multi-species, and multi-discipline consortia is a challenging task for data management applications. Often in academic research studies the goals for informatics teams are to build applications that provide extract-transform-load (ETL) functionality to archive and catalog source data that has been collected by the research teams. In consortia that cross species and methodological or scientific domains, building interfaces which supply data in a usable fashion and make intuitive sense to scientists from dramatically different backgrounds increases the complexity for developers. Further, reusing source data from outside one’s scientific domain is fraught with ambiguities in understanding the data types, analysis methodologies, and how to combine the data with those from other research teams. We report on the design, implementation, and performance of a semantic data management application to support the NIMH funded Conte Center at the University of California, Irvine. The Center is testing a theory of the consequences of “fragmented” (unpredictable, high entropy) early-life experiences on adolescent cognitive and emotional outcomes in both humans and rodents. It employs cross-species neuroimaging, epigenomic, molecular, and neuroanatomical approaches in humans and rodents to assess the potential consequences of fragmented unpredictable experience on brain structure and circuitry. To address this multi-technology, multi-species approach, the system uses semantic web techniques based on the Neuroimaging Data Model (NIDM) to facilitate data ETL functionality. We find this approach enables a low-cost, easy to maintain, and semantically meaningful information management system, enabling the diverse research teams to access and use the data. © 2017 The Author(s).","Database; MRI; Neuroscience; NIDM; RDF; Semantic web"
"Bouchard J.-P.","Bouchard, J.-P. (35298565100)","35298565100","A proposal for reforming psychologists' training in France and in the European Union; [Proposition de réforme de la formation des psychologues en France et dans l'Union européenne]","2009","Encephale","35","1","","18","24","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349178052&doi=10.1016%2fj.encep.2007.11.008&partnerID=40&md5=155c0b212135d0713d106d9597d55112","Background: In France, as in the European Union, the number of psychologists continues to increase and constitutes by far the most important source of professionals in this field. The requests for services of psychologists in many various domains have also increased in an unprecedented way over a number of years. In spite of this development, which should continue to increase considerably, the initial training of psychologists remains uneven and disparate and often remote from, even unsuitable to, the legitimate expectations of users. It is therefore important to reform this training by extending, updating, homogenising and adapting it to current knowledge and needs, and by marking it by a single and specific degree: that of a doctorate. This new eight-year doctoral curriculum would be at the same time more complete and simpler than the European Diploma in Psychology model (EuroPsy), for instance. This latter is a very complicated and insufficient subject and would not completely resolve the great problems of psychologists' training and the competences they need to gain in order to access professional practise, research and teaching. This extension of the psychologists' training would make it possible to integrate new data concerning traditional fields of psychology and data concerning new fields of application of psychology and should obviously include the essential training for psychotherapies referred to the great theoretical and practical models, since their interest is clinically acknowledged (psychoanalysis and psychoanalytical therapies, cognitive and behavioural therapies, systemic therapies, therapies for individuals, couples, families, groups...). This polyreferred training would make it possible to go from a culture still too often axed on orientation and deficiencies of the therapist, to a culture of indication, opening and competence, focused on the patient's interest. Teaching of psychophysiology and neurosciences should be updated and harmonised by taking into account the great current and future stakes of public health. It should be supplemented by psychopharmacology lectures. This reform of psychologists' training would ensure a common pedestal of increased knowledge coupled with theoretical/practical competence. The positive consequences of such a reform would relate to many fields. Here are six examples. Tracks of work: Education: prevention, tracking, treatment of personal problems or of instruction from nursery school to university; orientation; council, assistance with managing difficulties of teaching staff, etc. Health: tracking, prevention, diagnosis, treatment of psychic and behavioural disorders, of addictive attitudes, of psychological problems related to somatic pathologies (cancer, HIV, etc.), of problems related to ageing of population; training and supervision of medical staff, etc. Justice: caring of victims, of offenders in prison or out of prison, fight against repetition, expertise, staff training (magistrates, lawyers, penitentiary staff, social workers...). Work context: (companies, public and private organisations): recruitment, management of staff problems, human resources management, coaching, competence assessment, orientation, etc. Sport: assessment, management and improvement of performances, management of stress, success, failures, and career; fight against doping; help for retraining after suspension of activity, etc. Research: development of many useful research axes in relation to ground needs in all application fields of psychology. Such a reform, which would make it possible to shift towards a training more adapted to reality, more homogeneous and aiming at excellence, would ensure better guarantees of service to psychologist users and to their possible employers. Beyond a deep improvement of their initial training and their offer of competence, it would also enable psychologists to witness a very clear improvement of their professional status as well as their level of remuneration. The number of trained psychologists could be adapted to the needs of our society by organizing a numerus clausus for access in a Master 1. This regulation would leave at least three years to students to show their motivations and competence. It would also give a valuable licence level (clearly recognized on the European scene) to students who do not continue the university course in psychology and want to reorientate themselves (entrance exams, studies or professions requiring good prerequisite in social studies and nature studies, etc.). Some suggestions: Those already authorised to hold the title of psychologist when this doctorate is created would not be obliged to validate it, but would profit from the progress generated by this important improvement in the initial training (status, remuneration, etc). If some of these people wished to validate it, they could do so within a defined time and according to defined methods (additional training, validation of experience assets, thesis, etc.). To help students to materially take up the extension of the curriculum, systems of financial assistance for the last three years of studies should be set up either in the form of study allowances, or in the form of internship with remunerated professional implication in the great sectors of exercise of psychology (education, legal and paralegal sectors, industry and work sectors, health, etc.) in parallel and in addition to university training. Internship should be privileged because it would permit the achievement of four objectives: immersion of very advanced students in professional exercise while maintaining training them under supervision, to offer them various and crucial grounds of exercise and research that are adapted to reality, to remunerate them and hence also, offer an important professional service to users (individuals or institutions). The most important and essential improvement added to the initial training of psychologists by the creation of this new doctoral course would not exclude continuous training when necessary in career course. This reform aiming at excellence, which is socially and humanly highly necessary, must obviously also be accompanied by an indispensable and important revision of the criteria in the selection and competence of those who will dispense this renewed training (the current criteria used to recruit psychology teachers have been widely contested and deemed to be, justly so, the main cause of shortcomings of the initial training of psychologists and of their professional segmentation). An aggregative or postdoctoral route should thus be created to recruit future psychology teachers in the higher education (public and private). This recruitment should take into account candidates' theoretical knowledge, but also their knowledge of the profession and their qualities in its exercise. Thus the following criteria are essential when recruiting psychology teachers: validation of the reformed doctorate in psychology (and possibly validation of trainings complementing this doctorate); practice in the field of the psychologist's job (during at least 10 years full-time, followed by the possibility of becoming practitioner-teacher-researcher in psychology, in the sector of experiments and acquired competences, if the candidate is selected at aggregation); ability to teach and capacity to train the future psychologists for the professional acts they will be susceptible to conduct; capacity to conceive, initiate, carry out, direct and communicate useful research. Recruiting all psychology teachers in the stock of professional psychologists who are experienced, talented, skilled and who perform in all the application fields of the discipline as practitioner-teacher-researcher, is vital to implement these essential improvements in psychologists' training, exercise and research. It is therefore a priority for the future of French and European psychologists to set up as fast as possible a reformed doctorate and an aggregation (or, with regard to the aggregation, an equivalent formalised cursus); it is the common interest of psychology professionals, of their trainers and even more so of their users (people or institutions). This reform, based on the excellence of training and services offered, would also make it possible to preserve the essential unity of discipline and profession beyond the multiplicity of their sectors of application and intervention. It would also facilitate possibilities for insertion, for change of sector in career course and for professional geographical mobility. It would finally clarify the ""psy"" nebula for users, which is very important and necessary. Conclusion: It is more than ever essential to develop and update in excellence the high level ""psy"" generalist profession, the profession of psychologist, which users need in many fields of their private, professional or social life. We should guarantee that European Union countries, eager for development and modernity, will rapidly be able to initiate this type of good sense reform, which, by improving care for people and collective balance, would be a new and important step in their humanistic traditions (according to the World Health Organization, one person out of four is in psychological distress). Since psychism and human behaviour are complex and central in all fields of life, the existence of highly qualified psychologists to help them is imperative. Reaching this high level of updated qualification is technically possible and humanly impossible to avoid. Fast reforms must make this requirement achievable. It is in the interest of all the European Union, and all its member states must become a reference and an example in the world for teaching and professional practise of what has become a key discipline: psychology. © 2008.","Doctorate; Europe; European diploma in psychology; EuroPsy; Health; Psychologist; Psychology; Psychotherapist; Psychotherapy; Training"
"Hardy L.L.E.; Olaguive E.V.G.; Martínez E.M.","Hardy, Lidia Lauren Elías (56591961900); Olaguive, Elizabeth Vicenta González (56593209700); Martínez, Elisa Martínez (56591416700)","56591961900; 56593209700; 56591416700","Proposal of a system of indicators to assess the training of experts in a high-tech organization; [Una propuesta de sistema deindicadores para valorar la formación de expertos enuna organización de alta tecnología]","2015","Revista Cubana de Informacion en Ciencias de la Salud","26","1","","20","33","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927658180&partnerID=40&md5=779a3b435709843b8989ac72541529f8","Objective:present a proposal of a system of indicators to assess actions aimed at the training and development of experts in a high-tech organization. Methods:an analysis was conducted of the various theories dealing with the training and development of experts, examining their features and components. Design of the system of indicators was based on surveys and direct observation. The system of indicators thus designed was validated with the Delphi method, the application of the Likert scale and the statistical treatment of answers provided by experts, using median and interquartile range values to establish the consensus of experts. Results:a working definition is proposed of the concept expert based on two dimensions: qualification and performance, and individual and collective variables, indicators and measurement criteria. Cronbach's alpha coefficient (0,8655) showed the internal consistency of the tool used. The median and interquartile range values obtained made it possible to establish the consensus of participants in the validation of the system of indicators. Conclusions:the system of indicators developed and its two dimensions make it possible to assess the training and development of experts at the Cuban Neuroscience Center, as well as the system of actions performed. The indicator showing the lowest results is that of productivity of experts in the training of human resources of high academic level. © 2015 Centro Nacional de Informacion de Ciencias Medicas. All rights reserved.","Delphi method; Expert; Human resource development; Knowledge management"
"Lim C.C.T.; Yang G.L.; Nowinski W.L.; Hui F.","Lim, C.C.Tchoyoson (7403654286); Yang, Guo Liang (34972288000); Nowinski, Wieslaw L. (7006449926); Hui, Francis (7006766350)","7403654286; 34972288000; 7006449926; 7006766350","Medical image resource center-making electronic teaching files from PACS","2003","Journal of Digital Imaging","16","4","","331","336","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942752258&doi=10.1007%2fs10278-003-1660-0&partnerID=40&md5=b11c1af8cb9386e9e00cefe33c9e8374","A picture archive and communications system (PACS) is a rich source of images and data suitable for creating electronic teaching files (ETF). However, the potential for PACS to support nonclinical applications has not been fully realized: at present there is no mechanism for PACS to identify and store teaching files; neither is there a standardized method for sharing such teaching images. The Medical Image Resource Center (MIRC) is a new central image repository that defines standards for data exchange among different centers. We developed an ETF server that retrieves digital imaging and communication in medicine (DICOM) images from PACS, and enables users to create teaching files that conform to the new MIRC schema. We test-populated our ETF server with illustrative images from the clinical case load of the National Neuroscience Institute, Singapore. Together, PACS and MIRC have the potential to benefit radiology teaching and research.","Computer server; Electronic teaching files; Medical education; Medical Image Resource Center; PACS; Radiological Society of North America"
"Mellor D.J.; Webster J.R.","Mellor, D.J. (7103269442); Webster, J.R. (24485785100)","7103269442; 24485785100","Development of animal welfare understanding drives change in minimum welfare standards","2014","OIE Revue Scientifique et Technique","33","1","","121","130","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904363326&doi=10.20506%2frst.33.1.2258&partnerID=40&md5=5c5d55dbe696920fe8b2b415b4864bfc","The process by which societies adapt to increasing knowledge about the mental and physical capacities of animals and the ways in which they are affected by human activities has been described as a journey. Different countries and regions are at various stages of this journey, and will take a unique path, depending on their specific social and cultural dynamics. However, all participants are unified by an increasing awareness of, and concern for, animal welfare. This journey has been characterised by a number of landmark events, one of which was the release of the Five Freedoms concept. Although aspirational and abstract, as it did not outline specific practical goals, nonetheless this concept became a catalyst for moving animal welfare thinking in a new direction, and set up a number of important targets for research. This eventually led to a key shift in thinking from a focus on biological functioning and resources, to ways of assessing welfare outcomes in terms of animals' experiences, i.e. their affective states. Behaviour science played an important role in the interpretation of animals' affective experiences, receiving compelling support from parallel studies in affective neuroscience. An important aspect of our understanding of animal welfare is that affective states can be negative or positive. Enabling animals to perform specific behaviours at key times when they are needed is central to the achievement of positive affective states. Another important event has been the development of practical ways to shift the spectrum of affective states towards a positive balance and their incorporation into welfare codes and regulations. The recent focus on positive affective states does not mean that negative experiences should be given less attention. In fact, in those countries that are at the early stages of the journey, improving function and productivity may be the most effective way to promote some important aspects of animal welfare. For example, alleviating pain is a useful entry point. Finally, it is important that the pace of the journey, in terms of public awareness and shifts in understanding, be supported by high-quality science that is rigorously assessed and validated in its practical application to the management of animal welfare.","Affective experiences; Animal protection; Animal welfare journey; Anti-cruelty; Biological functioning; Components of suffering; Positive welfare; Regulations"
"Bejciy-Spring S.M.","Bejciy-Spring, S.M. (6505989499)","6505989499","Nursing case management: application to neuroscience nursing.","1991","The Journal of neuroscience nursing : journal of the American Association of Neuroscience Nurses","23","6","","390","397","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026266874&doi=10.1097%2f01376517-199112000-00009&partnerID=40&md5=e4f3cebc206166eb14c18b2c36a16d84","The changing health care environment has challenged nurses to develop creative care delivery systems that provide for quality, comprehensive, cost-effective care in a time of restricted reimbursement and diminishing human and material resources. Nursing case management has been identified as one such approach to health care delivery that has resulted in quality, patient-centered care and improved resource utilization. The case management plan, critical path and discharge planning sheet are primary tools in this care delivery model. Because of the diverse case types and variety of patient care settings, neuroscience nursing is an ideal arena for implementing a nursing case management model of care.",""
"Goldberg D.H.; Victor J.D.; Gardner E.P.; Gardner D.","Goldberg, David H. (26221629400); Victor, Jonathan D. (7102599992); Gardner, Esther P. (7201934896); Gardner, Daniel (57208194156)","26221629400; 7102599992; 7201934896; 57208194156","Spike train analysis toolkit: Enabling wider application of information-theoretic techniques to neurophysiology","2009","Neuroinformatics","7","3","","165","178","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449709283&doi=10.1007%2fs12021-009-9049-y&partnerID=40&md5=06f9b8b545973259bef96a92f41d33a2","Conventional methods widely available for the analysis of spike trains and related neural data include various time- and frequency-domain analyses, such as peri-event and interspike interval histograms, spectral measures, and probability distributions. Information theoretic methods are increasingly recognized as significant tools for the analysis of spike train data. However, developing robust implementations of these methods can be time-consuming, and determining applicability to neural recordings can require expertise. In order to facilitate more widespread adoption of these informative methods by the neuroscience community, we have developed the Spike Train Analysis Toolkit. STAToolkit is a software package which implements, documents, and guides application of several information-theoretic spike train analysis techniques, thus minimizing the effort needed to adopt and use them. This implementation behaves like a typical Matlab toolbox, but the underlying computations are coded in C for portability, optimized for efficiency, and interfaced with Matlab via the MEX framework. STAToolkit runs on any of three major platforms: Windows, Mac OS, and Linux. The toolkit reads input from files with an easy-to-generate text-based, platform-independent format. STAToolkit, including full documentation and test cases, is freely available open source via http://neuroanalysis.org, maintained as a resource for the computational neuroscience and neuroinformatics communities. Use cases drawn from somatosensory and gustatory neurophysiology, and community use of STAToolkit, demonstrate its utility and scope. © 2009 Humana Press Inc.","Computational neuroscience; Data sharing; Information theory; Neural coding; Neurodatabases"
"Eickhoff S.B.; Langner R.","Eickhoff, Simon B. (9742676000); Langner, Robert (24492169700)","9742676000; 24492169700","Neuroimaging-based prediction of mental traits: Road to Utopia or Orwell?","2019","PLoS Biology","17","11","e3000497","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075814935&doi=10.1371%2fjournal.pbio.3000497&partnerID=40&md5=65a659e3025e12917f262c784102fe8f","Predicting individual mental traits and behavioral dispositions from brain imaging data through machine-learning approaches is becoming a rapidly evolving field in neuroscience. Beyond scientific and clinical applications, such approaches also hold the potential to gain substantial influence in fields such as human resource management, education, or criminal law. Although several challenges render real-life applications of such tools difficult, future conflicts of individual, economic, and public interests are preprogrammed, given the prospect of improved personalized predictions across many domains. In this Perspective paper, we thus argue for the need to engage in a discussion on the ethical, legal, and societal implications of the emergent possibilities for brain-based predictions and outline some of the aspects for this discourse. © 2019 Eickhoff, Langner. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",""
"Graczyk-Kucharska M.; Olszewski R.; Weber G.-W.","Graczyk-Kucharska, Magdalena (57196326931); Olszewski, Robert (57194558541); Weber, Gerhard-Wilhelm (55634220900)","57196326931; 57194558541; 55634220900","The use of spatial data mining methods for modeling HR challenges of generation Z in greater Poland Region","2023","Central European Journal of Operations Research","31","1","","205","237","32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131765360&doi=10.1007%2fs10100-022-00805-5&partnerID=40&md5=1f74e538b78ac6f5b1a8d9d4fb8f96df","Challenges connected with neuroscience and the use of machine learning to support analytical processes encompass more and more areas, thus supporting practitioners and managerial decisions. These changes can also be seen in the area of human resource management and support for decisions on key future spending on the remuneration of future employees. The article presents an original spatial data enrichment and spatial data mining methodology used for the analysis of primary data based on a sample of 1149 young candidates from generation Z to measure the effectiveness of data mining learning methods. The studies used data collected directly from surveys that were “enriched” with spatial geolocation. The fact that the spatial context was taken into account in the studies made it possible to develop a model explaining the spatio-temporal differentiation of professional expectations of respondents from generation Z who were studying professions connected with broadly understood IT. The analyzes used modeling with linear polynomial regression, the neural network of a multi-layer perceptron type and the multivariate adaptive regression splines method in the variant with and without spatial data filtration. The use of different spatial data mining methods made it possible to compare the reliability of models of knowledge extraction from the data and to explain the significance of individual factors which affected the respondents' beliefs. The analysis shows that spatial filtering of the data generates twice lower mean squared error while effective application of machine learning methods requires the use of explanatory spatial data. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Artificial neutral networks; Geolocalization; Human resources; Modeling; Multivariate adaptive regression splines; Spatial data mining"
"Papageorgiou G.; Ioannides A.; Demetriou G.; Maimaris A.","Papageorgiou, George (56266339300); Ioannides, Andreas (7005049406); Demetriou, Gregoris (57207728300); Maimaris, Athanasios (44961382900)","56266339300; 7005049406; 57207728300; 44961382900","Developing a system for effective organizational learning and human resource development","2018","ACM International Conference Proceeding Series","","","","77","81","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062782071&doi=10.1145%2f3300942.3300958&partnerID=40&md5=1bcaf5a8b6669f047b745fedaa651571","This paper investigates the potential for developing a neuroscience-based system for enhancing the human resource (HR) development process. The proposed system is firstly considered for application in the tourism industry because of its HR intensive characteristics. The aim is to relate different categories of adults in various ways based on their performance at work and previous educational experience, to their Individual Learning Capability (ILC). This is carried out in a set of experimental tests using specialized neuroscience equipment. In this way cognitive attributes can be mapped for targeted occupational categories. This will enable HR managers in the industry to easily identify the learning capabilities of their workforce and therefore create an effective plan for human capital development. The proposed system makes use of a specialized device developed by the authors, which has the capability of making field measurements. This is a novelty that makes the experiment possible with less costs without sacrificing the data quality. Previously such data could only be obtained at very specialized laboratory conditions. With the proposed ILC evaluation system we can bring the real talents of people in the forefront and support them in building the necessary capabilities to be effective. © 2018 Association for Computing Machinery.","HR Development; Human Resource Management; Learning capability; Learning Technology; Neuroscience"
"Antolík J.; Davison A.P.","Antolík, Ján (12242361100); Davison, Andrew P. (8940202300)","12242361100; 8940202300","Arkheia: Data management and communication for open computational neuroscience","2018","Frontiers in Neuroinformatics","12","","6","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043766502&doi=10.3389%2ffninf.2018.00006&partnerID=40&md5=906085453b28cccd2f2d9cb22a723575","Two trends have been unfolding in computational neuroscience during the last decade. First, a shift of focus to increasingly complex and heterogeneous neural network models, with a concomitant increase in the level of collaboration within the field (whether direct or in the form of building on top of existing tools and results). Second, a general trend in science toward more open communication, both internally, with other potential scientific collaborators, and externally, with the wider public. This multi-faceted development toward more integrative approaches and more intense communication within and outside of the field poses major new challenges for modelers, as currently there is a severe lack of tools to help with automatic communication and sharing of all aspects of a simulation workflow to the rest of the community. To address this important gap in the current computational modeling software infrastructure, here we introduce Arkheia. Arkheia is a web-based open science platform for computational models in systems neuroscience. It provides an automatic, interactive, graphical presentation of simulation results, experimental protocols, and interactive exploration of parameter searches, in a web browser-based application. Arkheia is focused on automatic presentation of these resources with minimal manual input from users. Arkheia is written in a modular fashion with a focus on future development of the platform. The platform is designed in an open manner, with a clearly defined and separated API for database access, so that any project can write its own backend translating its data into the Arkheia database format. Arkheia is not a centralized platform, but allows any user (or group of users) to set up their own repository, either for public access by the general population, or locally for internal use. Overall, Arkheia provides users with an automatic means to communicate information about not only their models but also individual simulation results and the entire experimental context in an approachable graphical manner, thus facilitating the user’s ability to collaborate in the field and outreach to a wider audience. © 2018 Antolík and Davison.","Computational modeling; Neuroscience; Publish; Tool; Workflow"
"Ghiani M.; Zhuleku E.; Dillenseger A.; Maywald U.; Fuchs A.; Wilke T.; Ziemssen T.","Ghiani, Marco (57216893361); Zhuleku, Evi (57226469310); Dillenseger, Anja (57201215478); Maywald, Ulf (6507719333); Fuchs, Andreas (56334993100); Wilke, Thomas (24178589500); Ziemssen, Tjalf (6602879721)","57216893361; 57226469310; 57201215478; 6507719333; 56334993100; 24178589500; 6602879721","Data Resource Profile: The Multiple Sclerosis Documentation System 3D and AOK PLUS Linked Database (MSDS-AOK PLUS)","2023","Journal of Clinical Medicine","12","4","1441","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148935677&doi=10.3390%2fjcm12041441&partnerID=40&md5=12590e3be898da0b6ea017cfbf0f7642","Real-world evidence in multiple sclerosis (MS) is limited by the availability of data elements in individual real-world datasets. We introduce a novel, growing database which links administrative claims and medical records from an MS patient management system, allowing for the complete capture of patient profiles. Using the AOK PLUS sickness fund and the Multiple Sclerosis Documentation System MSDS3D from the Center of Clinical Neuroscience (ZKN) in Germany, a linked MS-specific database was developed (MSDS-AOK PLUS). Patients treated at ZKN and insured by AOK PLUS were recruited and asked for informed consent. For linkage, insurance IDs were mapped to registry IDs. After the deletion of insurance IDs, an anonymized dataset was provided to a university-affiliate, IPAM e.V., for further research applications. The dataset combines a complete record of patient diagnoses, treatment, healthcare resource use, and costs (AOK PLUS), with detailed clinical parameters including functional performance and patient-reported outcomes (MSDS3D). The dataset currently captures 500 patients; however, is actively expanding. To demonstrate its potential, we present a use case describing characteristics, treatment, resource use, and costs of a patient subsample. By linking administrative claims to clinical information in medical charts, the novel MSDS-AOK PLUS database can increase the quality and scope of real-world studies in MS. © 2023 by the authors.","administrative claims; electronic medical records; linked database; multiple sclerosis; real-world evidence"
"Parra-Medina L.E.; Álvarez-Cervera F.J.","Parra-Medina, Luis E. (57221724327); Álvarez-Cervera, Fernando J. (56000881800)","57221724327; 56000881800","Information overload syndrome: a bibliographic review; [Síndrome de la sobrecarga informativa: una revisión bibliográfica]","2021","Revista de Neurologia","73","12","","421","428","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122595406&doi=10.33588%2fRN.7312.2021113&partnerID=40&md5=c93f75e4834ba31f1782f244081a718d","Introduction. We are living in the time of greatest dissemination of information in the history of the human race, and this excess of information has resulted in considering human attention as a scarce resource. Information overload is the situation in which the amount or intensity of information exceeds the individual’s limited capacity for cognitive processing. Objective. To describe the concept of information overload, its possible neurocognitive substrates, associated symptoms, causes, measures to avoid it, as well as its possible relationship with the internet and electronic devices. Development. People respond differently to information overload, and this depends on individual factors as well as on the amount and characteristics of the informative stimulation. Some symptoms of information overload are: inefficient work, confusion, delay in making decisions, lack of critical evaluation of information, loss of control over information, refusal to receive communication, lack of general perspective, greater tolerance for error, anxiety, stress, etc. The limits of information processing capacity are probably conditioned by the limited metabolic energy that is distributed in the brain and remains constant regardless of the difficulty of the tasks. Conclusion. Attention is a limited cognitive function. In order to reduce the adverse effects of information overload, it is necessary to improve the personal management of our own cognitive resources and to understand their relationship with technology. Likewise, it is necessary to improve the handling of information through the organization, filtering and application of cognitive ergonomics design guidelines. © 2021 Revista de Neurología.","Attention; Attention economy; Cognitive ergonomics; Cognitive load; Cognitive neuroscience; Memory"
